browser_session_id	Referrer	LandingPage	SEARCH_TERM_FLAG	EXTERNAL_SEARCH_FLAG	INTERNAL_SEARCH_FLAG	Browser	OS	DayOfWeek	TimeofDay	TOS	NOP	Logged_in_status	ISP	QFF	CIS	SMARTPHONE	BRANDS	DEALS	PREPAID	RECHARGE	SIMCARD	NETWORK	BROADBAND	BUNDLE	HOMEPHONE	FIXEDLINE	PURCHASE_FLAG	geo_variable_region	device_details
1069165569289269-1366604640188	OPTUS	OTHER	0	0	0	Firefox	Windows	0	15	135	3	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1074424919206649-1366964551139	OTHER	HOME	0	0	0	Safari	Mac	4	19	637	9	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	U
1126689576703731-1366806515435	Google	HOME	1	1	0	MSIE	Windows	2	23	2105	14	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	U
1182111835933846-1366755484030	OTHER	HOME	0	0	0	MSIE	Windows	2	9	8960	37	1	Telstra Internet	QFF	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Victoria	U
1196186363634622-1366970789271	OTHER	PRODUCT	0	0	0	MSIE	Windows	4	21	336	7	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1232801404114726-1366606648725	OPTUS	OTHER	0	0	0	Firefox	Windows	0	15	260	3	1	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1234586394857615-1367130446818	OTHER	HOME	0	0	0	Chrome	Windows	6	17	1675	17	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
1262432066657196-1367026398446	OPTUS	PRODUCT	0	0	0	Firefox	Windows	5	12	3341	19	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
1281842999735001-1366847382811	Google	HOME	1	0	0	Firefox	Windows	3	10	2694	14	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
1339543769136071-1366704785816	OptusZoo	PRODUCT	0	0	0	Chrome	Windows	1	19	661	11	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1408920199610293-1367007911241	OTHER	PRODUCT	0	0	0	Chrome	Windows	5	14	1091	12	0	Optus	OTHER	OTHER	SMARTPHONE	BRANDS	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
1418080059811473-1366808430354	OTHER	OTHER	0	0	0	Safari	Mac	3	0	2208	25	1	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
1449876537080854-1366760162822	OTHER	PRODUCT	0	0	0	Chrome	Windows	2	10	10182	11	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1451180076712982-1366758935295	Google	PRODUCT	1	0	0	Firefox	Windows	2	10	1422	12	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Western Australia	D
1479632894350128-1366684460411	OPTUS	PRODUCT	0	0	0	MSIE	Windows	1	13	869	6	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	D
1493121394887566-1367047281464	Google	HOME	0	0	0	Chrome	Windows	5	18	398	10	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
1557644947897642-1367116872040	Google	PRODUCT	0	0	0	Chrome	Windows	6	13	5433	31	0	iiNet Limited	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	BROADBAND	BUNDLE	OTHER	OTHER	1	Northern Territory	D
1575368370395153-1366763088976	OPTUS	HOME	1	0	0	Chrome	Windows	2	11	1516	20	1	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	U
1645486503839492-1366763337284	OTHER	PRODUCT	0	1	0	Chrome	Windows	2	11	10298	35	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
3483416601222494-1366950127400	Google	HOME	1	0	0	MSIE	Windows	4	15	67997	15	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3525409517871182-1367014320360	OTHER	HOME	0	0	0	MSIE	Windows	5	9	5667	65	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
3573227003216743-1366627354618	Google	PRODUCT	1	1	0	Safari	Mac	0	21	454	4	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	M
3578264215769671-1367116203421	Google	HOME	1	0	0	Firefox	Windows	6	13	2010	10	0	Exetel	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
3582634885584994-1366669861821	OTHER	HOME	0	0	0	MSIE	Windows	1	9	16272	21	0	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	RECHARGE	OTHER	NETWORK	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
3621543508347748-1366757356794	OTHER	PRODUCT	0	0	0	MSIE	Windows	2	9	7207	35	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
3622702197371057-1366598021089	Google	PRODUCT	1	0	0	Firefox	Windows	0	13	6453	13	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3633639144918504-1366693688174	OPTUS	PRODUCT	0	0	0	MSIE	Windows	1	16	2149	23	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	D
3650512078311294-1366969975474	Google	HOME	1	1	0	Chrome	Windows	4	20	5841	74	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
369089926360175-1366765292736	Google	PRODUCT	1	1	0	Chrome	Windows	2	12	636	14	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
3692418655846268-1366943454532	OPTUS	PRODUCT	0	0	0	Chrome	Windows	4	13	217	4	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3735628835856914-1366882141528	OTHER	HOME	0	0	0	Chrome	Windows	3	20	3786	5	0	TPG Internet Pty Ltd.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
3794192804489285-1366789823885	OTHER	PRODUCT	0	0	0	Safari	Mac	2	18	698	4	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	M
3796661978121847-1366797070731	OptusZoo	PRODUCT	0	0	0	Safari	Mac	2	20	2049	31	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	M
3823834041168827-1366764084590	OTHER	HOME	0	0	0	Firefox	Windows	2	11	328	11	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3835525871548108-1366939448763	OTHER	HOME	0	0	0	MSIE	Windows	4	12	2937	17	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
3859189130688927-1366757464656	OTHER	PRODUCT	0	1	0	MSIE	Windows	2	9	1616	10	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3868899838780971-1366710455517	Google	PRODUCT	1	1	0	Firefox	Windows	1	20	74696	23	1	Telstra Internet	QFF	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3869969898369163-1366738748664	OPTUS	PRODUCT	0	0	0	Chrome	Windows	2	4	537	2	0	Vodafone Australia Pty.	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	D
3878539505733880-1366780057043	Google	PRODUCT	1	1	0	MSIE	Windows	2	16	5054	58	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
8779507155995816-1366614310551	Google	PRODUCT	0	0	0	Chrome	Mac	0	18	126633	23	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	M
883585342322642-1367133609331	Google	PRODUCT	1	0	0	Firefox	Windows	6	18	6424	19	0	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
8847329433309277-1366800495961	OTHER	HOME	0	0	0	MSIE	Windows	2	21	430	12	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
9001993299461901-1367021517293	OptusZoo	PRODUCT	0	0	0	Chrome	Windows	5	11	5436	37	1	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	D
9008934532757849-1366757924619	OTHER	HOME	0	0	0	Chrome	Windows	2	9	1107	15	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
9010740350931883-1367046055889	OPTUS	PRODUCT	0	0	0	Chrome	Windows	5	18	294	4	1	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
906006199773401-1366926344240	Google	HOME	1	1	0	Safari	Mac	4	8	849	7	0	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
9073622916845164-1366863151403	OTHER	OTHER	0	0	0	MSIE	Windows	3	15	574	5	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
9092538277671101-1366783555944	OTHER	HOME	0	1	0	MSIE	Windows	2	17	2407	24	1	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
9209755342453718-1367080275455	OPTUS	PRODUCT	0	1	0	Safari	Mac	6	3	20849	53	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
9315874980488463-1367124941815	Google	PRODUCT	1	1	0	MSIE	Windows	6	15	6049	32	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
9338600307237357-1366785840517	OTHER	PRODUCT	0	0	0	Chrome	Windows	2	17	494	5	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
1772517962381243-1366774828654	OTHER	OTHER	0	0	0	Safari	Mac	2	14	6626	8	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
1879962003491354-1366721348201	OptusZoo	PRODUCT	0	0	0	Firefox	Windows	1	23	3733	32	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
1939173361947687-1366764648873	OPTUS	PRODUCT	0	0	0	MSIE	Windows	2	11	20566	29	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	undefined	D
1959512574156223-1367111828714	OTHER	HOME	0	0	0	MSIE	Windows	6	12	651	9	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
1981562450269873-1366971103671	OPTUS	PRODUCT	0	0	0	Firefox	Windows	4	21	935	12	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	HOMEPHONE	OTHER	1	Victoria	D
2000902937725186-1366809148612	Google	PRODUCT	1	1	0	Safari	Mac	3	0	1184	10	0	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	M
2008300779853016-1367105210555	Google	PRODUCT	1	1	0	Safari	Mac	6	10	20322	13	1	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	M
2051842734217643-1366964768383	OPTUS	PRODUCT	0	0	0	Chrome	Windows	4	19	592	13	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	South Australia	D
2102468120865523-1367021907739	OTHER	HOME	0	0	0	Safari	Mac	5	11	1416	12	1	Telstra Internet	QFF	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
2108874214551657-1366947707288	Google	HOME	1	1	0	MSIE	Windows	4	14	1332	12	0	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Queensland	U
2113673447165638-1366944319096	Google	HOME	1	1	0	Chrome	Windows	4	13	1051	19	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
2143563486078947-1367112084788	OTHER	HOME	0	0	0	MSIE	Windows	6	12	974	12	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
2143745825160294-1366690032253	Google	PRODUCT	0	0	0	Safari	Mac	1	15	746	7	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	New South Wales	M
2191197304055094-1367053892107	OPTUS	PRODUCT	1	0	0	Chrome	Windows	5	20	2585	33	1	Dodo Australia	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
2220799599308520-1367091315924	Google	HOME	1	1	0	Chrome	Windows	6	6	2362	44	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
2250479046671922-1367109132917	OTHER	HOME	0	0	0	MSIE	Windows	6	11	423	9	0	Telstra Internet	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
2383108657213576-1366703308163	OPTUS	OTHER	0	0	0	Firefox	Windows	1	18	42981	8	0	SingTel Optus Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
2384487520903349-1366771294650	OTHER	OTHER	0	0	0	Chrome	Windows	2	13	3872	14	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
2415814926202465-1367045780757	OPTUS	PRODUCT	0	0	0	Firefox	Windows	5	17	2690	6	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
2468261951887688-1367051675185	OTHER	HOME	0	0	0	MSIE	Windows	5	19	416	9	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
2479310786385871-1366793272803	OTHER	HOME	0	0	0	Firefox	Windows	2	19	5728	34	0	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
2512171480339020-1366709453849	Google	PRODUCT	0	0	0	Chrome	Windows	1	20	4587	21	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Queensland	D
2521216933649057-1366958822252	OTHER	HOME	0	0	0	MSIE	Windows	4	17	1819	44	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
2542037528473884-1366770347743	Google	HOME	0	0	0	Chrome	Windows	2	13	8984	32	0	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	PREPAID	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
2545814899246753-1367025227025	OTHER	PRODUCT	0	0	0	MSIE	Windows	5	12	72147	34	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
3427507572341710-1366857251289	OTHER	HOME	0	0	0	Chrome	Windows	3	13	108562	37	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	Victoria	U
3531539840623736-1366935655816	OTHER	HOME	0	0	0	Safari	Mac	4	11	1910	24	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	DEALS	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3540657269768417-1367128645147	OPTUS	OTHER	0	0	0	Safari	Mac	6	16	2590	6	0	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
3591559532985605-1366964090217	OPTUS	HOME	1	1	0	MSIE	Windows	4	19	2315	22	1	Optus Internet Pty Ltd	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	undefined	U
3628701856359839-1366612055203	OTHER	HOME	0	0	0	Safari	Mac	0	17	9063	19	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
3803463682997972-1366712212285	OPTUS	PRODUCT	0	0	0	Chrome	Windows	1	21	789	17	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	NETWORK	OTHER	OTHER	OTHER	OTHER	1	Tasmania	D
3897784141868405-1366962606980	OPTUS	PRODUCT	0	0	0	MSIE	Windows	4	18	702	5	0	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	D
3917759340256452-1366758260205	OTHER	HOME	0	0	0	Chrome	Windows	2	10	7355	6	1	Internode	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	U
3973926141886252-1366761623553	OTHER	PRODUCT	0	0	0	MSIE	Windows	2	11	536	14	1	Exetel	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
3977449324447661-1367124569329	OTHER	HOME	0	0	0	Chrome	Mac	6	15	5551	35	1	TPG Internet Pty Ltd.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	U
4015437437642566-1366612331571	OTHER	HOME	0	0	0	Firefox	Windows	0	17	2535	18	1	SingTel Optus Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
4077756656333804-1366941125150	OTHER	PRODUCT	0	0	0	Chrome	Windows	4	12	2097	17	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
4129036800004542-1367132130496	OTHER	HOME	0	0	0	Chrome	Windows	6	17	1123	12	1	iiNet Limited	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Western Australia	U
422178978798911-1366977694894	OTHER	HOME	0	0	0	Safari	Mac	4	23	1398	21	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	U
4255365928498058-1366963737237	OTHER	HOME	0	0	0	Firefox	Windows	4	19	412	15	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
4264495144953846-1366758894560	OTHER	PRODUCT	0	0	0	MSIE	Windows	2	10	12106	8	1	Telstra Internet	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	New South Wales	D
4283694662097998-1366876624187	OTHER	PRODUCT	0	0	0	MSIE	Windows	3	18	1362	5	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Queensland	D
7711078659631312-1367027826008	OPTUS	OTHER	0	1	0	Safari	Mac	5	12	18222	12	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	M
772023668512702-1366711312784	Google	HOME	1	1	0	Chrome	Windows	1	21	437	11	1	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	New South Wales	U
7770208004549317-1366796300709	OTHER	HOME	0	0	0	Firefox	Windows	2	20	1565	8	0	Optus	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	BUNDLE	OTHER	OTHER	1	Queensland	U
7806599860695279-1366759071092	OPTUS	PRODUCT	0	0	0	MSIE	Windows	2	10	1875	8	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	D
7919197678565979-1366856651668	OTHER	HOME	0	0	0	Chrome	Windows	3	13	5248	34	1	Optus	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Victoria	U
7923963926607662-1366599714021	OTHER	PRODUCT	0	0	0	MSIE	Windows	1	9	7377	23	1	OTHER	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	SIMCARD	OTHER	OTHER	OTHER	OTHER	OTHER	1	Australian Capital Territory	U
7926837282720953-1367076913240	OTHER	HOME	0	0	0	Safari	Mac	6	2	77052	40	1	Optus Internet Pty Ltd	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	BROADBAND	OTHER	OTHER	OTHER	1	undefined	U
7931566787883639-1367104700414	OTHER	PRODUCT	0	0	0	Safari	Mac	6	10	373	5	1	Vodafone Australia Pty.	OTHER	OTHER	SMARTPHONE	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	OTHER	1	undefined	M
